Crop,Climate zone,State,County,Year,Jan,Feb,Mar,Apr,May,Jun,Jul,Aug,Sep,Oct,Nov,Dec,AnnualSum,MonthlyStdDev
Corn,Humid Continental (warm summer),Nebraska,Des Moines,2012,0.011176,0.044958,0.043942,0.149606,0.08001,0.055118,0.031496,0.058928,0.024892,0.084836,0.033782,0.049022,0.667766,0.034838835
Corn,Humid Continental (warm summer),Nebraska,Des Moines,2013,0.028194,0.044196,0.042418,0.165862,0.184404,0.082042,0.025908,0.024892,0.059944,0.099568,0.034544,0.020574,0.812546,0.053376521
Corn,Humid Continental (warm summer),Nebraska,Des Moines,2014,0.0127,0.046736,0.016002,0.121412,0.08636,0.190246,0.060198,0.288544,0.107442,0.096012,0.014732,0.026416,1.0668,0.078906017
Corn,Humid Continental (warm summer),Nebraska,Des Moines,2015,0.03429,0.017018,0.012446,0.063754,0.109982,0.21336,0.182118,0.10795,0.13335,0.035814,0.085344,0.138176,1.133602,0.062234014
Corn,Humid Continental (warm summer),Nebraska,Des Moines,2016,0.017272,0.027686,0.050292,0.085598,0.104648,0.037338,0.177292,0.143256,0.1397,0.023114,0.035052,0.035814,0.877062,0.05297774
Corn,Humid Continental (warm summer),Nebraska,Des Moines,2017,0.044196,0.019558,0.088138,0.105664,0.122682,0.059436,0.036322,0.0889,0.072136,0.1143,0.00635,0.010668,0.76835,0.039051685
Corn,Humid Continental (warm summer),Nebraska,Des Moines,2018,0.026416,0.044704,0.060198,0.04318,0.139446,0.23876,0.009652,0.099822,0.211328,0.080264,0.040132,0.07366,1.067562,0.069436923
Corn,Humid Continental (warm summer),Nebraska,Des Moines,2019,0.038608,0.058166,0.063246,0.05715,0.2413,0.117094,0.14224,0.156464,0.12446,0.188214,0.038862,0.027686,1.25349,0.065220827
Corn,Humid Continental (warm summer),Nebraska,Des Moines,2020,0.040894,0.005334,0.089662,0.045212,0.141478,0.149098,0.051308,0.034798,0.100584,0.101854,0.062992,0.049784,0.872998,0.042131914
Corn,Humid Continental (warm summer),Nebraska,Des Moines,2021,0.03429,0.01778,0.065532,0.032512,0.071374,0.069342,0.148844,0.054102,0.021082,0.16002,0.038608,0.019558,0.733044,0.045617992
Corn,Humid Continental (warm summer),Nebraska,Des Moines,2022,0.036576,0.005588,0.08763,0.09271,0.075438,0.07874,0.05715,0.102616,0.089408,0.026162,0.074422,0.050546,0.776986,0.028567277
Corn,Humid Continental (warm summer),Nebraska,Des Moines,2023,0.041656,0.051054,0.033782,0.064516,0.085344,0.08128,0.058928,0.06096,0.061722,0.04826,0.006604,0.039116,0.633222,0.020457416
Corn,Humid Continental (warm summer),Nebraska,Des Moines,2024,0.048514,0.010668,0.060452,0.06477,0.15367,0.104902,0.228346,0.07366,0.01524,0.054229,0.024511,0.030988,0.86995,0.06066983
Corn,Humid Continental (warm summer),Illinois,Champaign,2004,0.055372,0.014224,0.196596,0.047752,0.111252,0.095758,0.145542,0.091186,0.055626,0.094234,0.131064,0.051308,1.089914,0.0483343
Corn,Humid Continental (warm summer),Illinois,Champaign,2005,0.15748,0.0508,0.043942,0.101092,0.024638,0.061468,0.10922,0.057404,0.143764,0.032512,0.094488,0.047244,0.924052,0.041703061
Corn,Humid Continental (warm summer),Illinois,Champaign,2006,0.045212,0.013208,0.087884,0.112014,0.077724,0.04191,0.19939,0.0762,0.034036,0.096012,0.05969,0.118872,0.962152,0.047236185
Corn,Humid Continental (warm summer),Illinois,Champaign,2007,0.076962,0.052578,0.056642,0.061722,0.041402,0.144272,0.087376,0.037592,0.052324,0.083566,0.09271,0.07493,0.862076,0.027810745
Corn,Humid Continental (warm summer),Illinois,Champaign,2008,0.058674,0.151384,0.072136,0.076454,0.154178,0.16256,0.200406,0.020066,0.20701,0.075184,0.033274,0.124206,1.335532,0.060946225
Corn,Humid Continental (warm summer),Illinois,Champaign,2009,0.017272,0.042672,0.066548,0.176276,0.145034,0.112268,0.16002,0.142748,0.02032,0.223266,0.099568,0.095758,1.30175,0.061491651
Corn,Humid Continental (warm summer),Illinois,Champaign,2010,0.031496,0.017018,0.073914,0.052832,0.086614,0.211582,0.09525,0.041656,0.08128,0.02794,0.09779,0.06477,0.882142,0.049083318
Corn,Humid Continental (warm summer),Illinois,Champaign,2011,0.016764,0.095758,0.034544,0.188468,0.125222,0.106172,0.040132,0.044704,0.069342,0.062484,0.119888,0.069596,0.973074,0.046322586
Corn,Humid Continental (warm summer),Illinois,Champaign,2012,0.017653,0.028702,0.041402,0.058928,0.078994,0.057912,0.015494,0.141224,0.145034,0.138684,0.027178,0.052578,0.803783,0.046576531
Corn,Humid Continental (warm summer),Illinois,Champaign,2013,0.065278,0.081534,0.033782,0.17907,0.094996,0.159258,0.089662,0.009144,0.017272,0.091186,0.039116,0.030988,0.891286,0.051259824
Corn,Humid Continental (warm summer),Illinois,Champaign,2014,0.04064,0.076708,0.035306,0.100076,0.111252,0.208534,0.22098,0.038608,0.087376,0.125984,0.061468,0.045974,1.152906,0.060288237
Corn,Humid Continental (warm summer),Illinois,Champaign,2015,0.036322,0.031242,0.04318,0.091948,0.154178,0.232664,0.107188,0.080264,0.163576,0.031496,0.112014,0.189738,1.27381,0.064245638
Corn,Humid Continental (warm summer),Illinois,Champaign,2016,0.023114,0.030988,0.089154,0.082804,0.096266,0.180848,0.112776,0.10541,0.136906,0.047752,0.084328,0.03429,1.024636,0.044649467
Corn,Humid Continental (warm summer),Illinois,Champaign,2017,0.064262,0.010414,0.060452,0.147574,0.150114,0.05207,0.07112,0.056388,0.021336,0.160274,0.077724,0.011684,0.883412,0.050364944
Corn,Humid Continental (warm summer),Illinois,Champaign,2018,0.02794,0.155448,0.080772,0.058928,0.08763,0.209804,0.084328,0.10541,0.119888,0.058166,0.094234,0.085598,1.168146,0.045744115
Corn,Humid Continental (warm summer),Illinois,Champaign,2019,0.09779,0.04826,0.129286,0.124206,0.154432,0.071628,0.085852,0.055626,0.085344,0.127,0.048514,0.046228,1.074166,0.035624267
Corn,Humid Continental (warm summer),Illinois,Champaign,2020,0.132842,0.067818,0.08382,0.141986,0.103886,0.149352,0.120142,0.034544,0.073914,0.065786,0.058166,0.036322,1.068578,0.038184356
Corn,Humid Continental (warm summer),Illinois,Champaign,2021,0.017653,0.055626,0.104394,0.053594,0.089154,0.183896,0.11811,0.115316,0.078994,0.18796,0.03302,0.075184,1.112901,0.051063533
Corn,Humid Continental (warm summer),Illinois,Champaign,2022,0.016002,0.076708,0.119126,0.064008,0.104648,0.020574,0.061468,0.125476,0.122428,0.059182,0.046482,0.071628,0.88773,0.035864873
Corn,Humid Continental (warm summer),Illinois,Champaign,2023,0.05207,0.060706,0.096012,0.045974,0.050292,0.04445,0.076962,0.101346,0.083312,0.11049,0.016256,0.102362,0.840232,0.028116346
Corn,Humid Continental (warm summer),Illinois,Champaign,2024,0.140716,0.016256,0.052578,0.176022,0.160274,0.061468,0.192786,0.143256,0.065024,0.054229,0.024511,0.030988,1.118108,0.061588504
Corn,Humid Subtropical,Missouri,Cape Girardeau,2004,0.06223,0.038354,0.088392,0.076708,0.127508,0.051054,0.097536,0.11811,0.056642,0.118618,0.175006,0.051816,1.061974,0.038705141
Corn,Humid Subtropical,Missouri,Cape Girardeau,2005,0.119126,0.069596,0.0762,0.137414,0.069596,0.082804,0.144018,0.060706,0.117094,0.02286,0.0889,0.015494,1.003808,0.03900621
Corn,Humid Subtropical,Missouri,Cape Girardeau,2006,0.111252,0.051054,0.203708,0.088392,0.163322,0.039624,0.160274,0.113792,0.09017,0.148844,0.109982,0.088138,1.368552,0.045867341
Corn,Humid Subtropical,Missouri,Cape Girardeau,2007,0.129032,0.093218,0.042926,0.084582,0.087376,0.043688,0.064008,0.000254,0.136906,0.154178,0.039878,0.1905,1.066546,0.052897033
Corn,Humid Subtropical,Missouri,Cape Girardeau,2008,0.068834,0.16002,0.453136,0.167894,0.157734,0.05588,0.075438,0.090932,0.058674,0.075438,0.070358,0.09525,1.529588,0.10567783
Corn,Humid Subtropical,Missouri,Cape Girardeau,2009,0.014224,0.060706,0.103886,0.122174,0.137414,0.091186,0.054864,0.112776,0.06223,0.263652,0.04572,0.142748,1.21158,0.06195253
Corn,Humid Subtropical,Missouri,Cape Girardeau,2010,0.051308,0.035052,0.149352,0.151384,0.104648,0.042164,0.10795,0.0254,0.137668,0.012954,0.134874,0.048006,1.00076,0.050222394
Corn,Humid Subtropical,Missouri,Cape Girardeau,2011,0.00762,0.137414,0.115824,0.520954,0.171958,0.135128,0.049022,0.046228,0.257048,0.054102,0.24765,0.146558,1.889506,0.132416425
Corn,Humid Subtropical,Missouri,Cape Girardeau,2012,0.075438,0.047752,0.07874,0.03429,0.020066,0.034798,0.056896,0.06731,0.157734,0.065532,0.033528,0.043434,0.715518,0.034459561
Corn,Humid Subtropical,Missouri,Cape Girardeau,2013,0.090932,0.077216,0.06477,0.09271,0.08509,0.197104,0.019558,0.10033,0.011176,0.10668,0.04191,0.141224,1.0287,0.04880321
Corn,Humid Subtropical,Missouri,Cape Girardeau,2014,0.0508,0.028956,0.058674,0.203454,0.125222,0.1905,0.074168,0.088646,0.05207,0.109474,0.057404,0.071374,1.110742,0.053117838
Corn,Humid Subtropical,Missouri,Cape Girardeau,2015,0.121158,0.055626,0.223266,0.105918,0.151384,0.109728,0.244602,0.105664,0.04191,0.030988,0.232664,0.100838,1.523746,0.069717445
Corn,Humid Subtropical,Missouri,Cape Girardeau,2016,0.042164,0.079248,0.138684,0.11938,0.211836,0.032512,0.149352,0.159004,0.12827,0.016256,0.095504,0.086614,1.258824,0.05503786
Corn,Humid Subtropical,Missouri,Cape Girardeau,2017,0.049784,0.026924,0.071374,0.057912,0.129794,0.07493,0.034798,0.056134,0.018542,0.065278,0.06223,0.070866,0.718566,0.027303548
Corn,Humid Subtropical,Missouri,Cape Girardeau,2018,0.056896,0.239268,0.152146,0.117602,0.12192,0.206756,0.048768,0.06731,0.141986,0.09398,0.088392,0.127,1.462024,0.055373489
Corn,Humid Subtropical,Missouri,Cape Girardeau,2019,0.11811,0.185674,0.104394,0.149098,0.23241,0.13462,0.197612,0.049784,0.067564,0.199136,0.164592,0.05715,1.660144,0.057823397
Corn,Humid Subtropical,Missouri,Cape Girardeau,2020,0.165608,0.126238,0.170434,0.062992,0.180086,0.07747,0.054102,0.06731,0.0381,0.169418,0.05207,0.061976,1.225804,0.053039376
Corn,Humid Subtropical,Missouri,Cape Girardeau,2021,0.07493,0.080518,0.14732,0.121158,0.09652,0.10414,0.149606,0.06731,0.033782,0.093472,0.069342,0.148082,1.18618,0.035257212
Corn,Humid Subtropical,Missouri,Cape Girardeau,2022,0.103378,0.173736,0.153924,0.172466,0.09017,0.091694,0.039116,0.08001,0.016002,0.031242,0.068834,0.098806,1.119378,0.050078289
Corn,Humid Subtropical,Missouri,Cape Girardeau,2023,0.115824,0.100584,0.19431,0.112776,0.051816,0.034544,0.171196,0.28321,0.037338,0.094996,0.01651,0.038354,1.251458,0.075856783
Corn,Humid Subtropical,Missouri,Cape Girardeau,2024,0.160528,0.00635,0.060452,0.108966,0.250698,0.141478,0.057404,0.012954,0.095758,0.054229,0.024511,0.030988,1.004316,0.069091327
Corn,Humid Subtropical,Arkensas,Marianna,2004,0.101854,0.113792,0.113792,0.105918,0.17526,0.156718,0.08128,0.013462,0.003556,0.101346,0.253238,0.099568,1.319784,0.063723887
Corn,Humid Subtropical,Arkensas,Marianna,2005,0.154686,0.070866,0.116078,0.125476,0.025654,0.037592,0.076454,0.108204,0.147066,0.01143,0.070612,0.028956,0.973074,0.046966439
Corn,Humid Subtropical,Arkensas,Marianna,2006,0.136906,0.084074,0.116332,0.056134,0.098552,0.05334,0.032004,0.061468,0.11049,0.061214,0.127,0.19685,1.134364,0.044213858
Corn,Humid Subtropical,Arkensas,Marianna,2007,0.131064,0.052832,0.019812,0.10795,0.06731,0.093218,0.153416,0.022606,0.075692,0.102616,0.079502,0.157226,1.063244,0.043180851
Corn,Humid Subtropical,Arkensas,Marianna,2008,0.08636,0.084328,0.192278,0.2794,0.098552,0.039116,0.053594,0.151892,0.0635,0.072898,0.056896,0.222758,1.401572,0.073764725
Corn,Humid Subtropical,Arkensas,Marianna,2009,0.017653,0.100584,0.13843,0.09652,0.329946,0.089154,0.21844,0.0635,0.122682,0.320548,0.05842,0.161544,1.717421,0.095300186
Corn,Humid Subtropical,Arkensas,Marianna,2010,0.099314,0.113792,0.081026,0.085344,0.198882,0.032766,0.066802,0.015748,0.020574,0.053594,0.2032,0.019304,0.990346,0.061390322
Corn,Humid Subtropical,Arkensas,Marianna,2011,0.089154,0.103378,0.099822,0.345186,0.14859,0.064008,0.111252,0.086106,0.056388,0.056896,0.024511,0.241046,1.426337,0.086267416
Corn,Humid Subtropical,Arkensas,Marianna,2012,0.048768,0.100584,0.138176,0.028448,0.0381,0.019812,0.076454,0.030734,0.123444,0.114554,0.101346,0.090424,0.910844,0.039479346
Corn,Humid Subtropical,Arkensas,Marianna,2013,0.216154,0.122682,0.112522,0.142494,0.188468,0.018796,0.070866,0.047752,0.111252,0.068326,0.099568,0.180086,1.378966,0.056893775
Corn,Humid Subtropical,Arkensas,Marianna,2014,0.053594,0.112268,0.146812,0.183388,0.160528,0.248158,0.06477,0.118618,0.033782,0.114554,0.09144,0.051308,1.37922,0.059871622
Corn,Humid Subtropical,Arkensas,Marianna,2015,0.04572,0.095758,0.185166,0.127508,0.161544,0.08636,0.07239,0.039116,0.014732,0.072644,0.23876,0.153416,1.293114,0.063784278
Corn,Humid Subtropical,Arkensas,Marianna,2016,0.053848,0.088646,0.39243,0.217932,0.10541,0.06096,0.135128,0.069342,0.034544,0.044196,0.105156,0.172212,1.479804,0.096404099
Corn,Humid Subtropical,Arkensas,Marianna,2017,0.100584,0.058166,0.115062,0.14732,0.17272,0.172974,0.146304,0.179324,0.155448,0.068326,0.017526,0.248412,1.582166,0.060553786
Corn,Humid Subtropical,Arkensas,Marianna,2018,0.067818,0.305308,0.161798,0.177038,0.036068,0.077724,0.042672,0.113284,0.226568,0.120904,0.116078,0.229362,1.674622,0.079406487
Corn,Humid Subtropical,Arkensas,Marianna,2019,0.129286,0.233426,0.161544,0.30861,0.127,0.187452,0.230632,0.110236,0.011684,0.252984,0.11303,0.074676,1.94056,0.080531976
Corn,Humid Subtropical,Arkensas,Marianna,2020,0.175768,0.148336,0.284226,0.173482,0.092964,0.130556,0.09144,0.16764,0.127762,0.137414,0.047498,0.162814,1.7399,0.055997912
Corn,Humid Subtropical,Arkensas,Marianna,2021,0.105664,0.195834,0.282448,0.072644,0.142748,0.173482,0.170942,0.042418,0.030988,0.176276,0.050292,0.108712,1.552448,0.071649114
Corn,Humid Subtropical,Arkensas,Marianna,2022,0.097282,0.183642,0.18161,0.18542,0.15621,0.061722,0.06858,0.156972,0.040132,0.0508,0.122682,0.179578,1.48463,0.054710371
Corn,Humid Subtropical,Arkensas,Marianna,2023,0.248412,0.035814,0.274574,0.208026,0.031496,0.056896,0.10287,0.072136,0.030988,0.054864,0.076708,0.05969,1.252474,0.083847542
Corn,Humid Subtropical,Arkensas,Marianna,2024,0.017653,0.08509,0.101854,0.057912,0.175768,0.098806,0.10795,0.06731,0.230378,0.054229,0.024511,0.030988,1.052449,0.060133605
Corn,Humid Subtropical,Messissippi,Stoneville,2004,0.091186,0.209296,0.057658,0.104648,0.18415,0.091694,0.078232,0.05461,0.000762,0.181102,0.300736,0.1524,1.506474,0.079141901
Corn,Humid Subtropical,Messissippi,Stoneville,2005,0.104902,0.08255,0.076454,0.115062,0.053594,0.018542,0.106426,0.126492,0.178562,0,0.05334,0.095504,1.011428,0.046590348
Corn,Humid Subtropical,Messissippi,Stoneville,2006,0.193294,0.14732,0.138176,0.187452,0.072644,0.045974,0.045212,0.039624,0.069088,0.219456,0.066294,0.185928,1.410462,0.064817805
Corn,Humid Subtropical,Messissippi,Stoneville,2007,0.150368,0.049276,0.017018,0.085852,0.032258,0.098552,0.198882,0.087122,0.11811,0.107188,0.04953,0.090678,1.084834,0.048852754
Corn,Humid Subtropical,Messissippi,Stoneville,2008,0.080264,0.131064,0.091948,0.202692,0.175006,0.010668,0.041656,0.169418,0.309372,0.047752,0.046482,0.209042,1.515364,0.085062184
Corn,Humid Subtropical,Messissippi,Stoneville,2009,0.084074,0.049022,0.132588,0.075438,0.295402,0.006858,0.207264,0.026416,0.128524,0.3937,0.04826,0.145034,1.59258,0.110766402
Corn,Humid Subtropical,Messissippi,Stoneville,2010,0.205486,0.079756,0.0508,0.060452,0.134112,0.031496,0.048514,0.011938,0.054102,0.044958,0.112522,0.021844,0.85598,0.052696363
Corn,Humid Subtropical,Messissippi,Stoneville,2011,0.07239,0.0635,0.076708,0.160274,0.070104,0.040132,0.049784,0.067564,0.100584,0.026924,0.024511,0.227838,0.980313,0.056036777
Corn,Humid Subtropical,Messissippi,Stoneville,2012,0.070358,0.079502,0.150622,0.119126,0.051562,0.153416,0.113792,0.108204,0.082804,0.14605,0.02413,0.100838,1.200404,0.038576214
Corn,Humid Subtropical,Messissippi,Stoneville,2013,0.260604,0.125476,0.097282,0.167894,0.14478,0.09271,0.046228,0.050546,0.130048,0.180594,0.13716,0.095758,1.52908,0.05644159
Corn,Humid Subtropical,Messissippi,Stoneville,2014,0.017653,0.100076,0.161036,0.249428,0.157988,0.145034,0.13462,0.079502,0.035052,0.109982,0.072898,0.121158,1.384427,0.059519013
Corn,Humid Subtropical,Messissippi,Stoneville,2015,0.144526,0.119888,0.185674,0.163576,0.170942,0.065278,0.080518,0.018542,0.020066,0.054229,0.243332,0.127508,1.394079,0.066870317
Corn,Humid Subtropical,Messissippi,Stoneville,2016,0.091186,0.113538,0.469138,0.109474,0.082804,0.128524,0.165862,0.139192,0.008636,0.004826,0.145288,0.101346,1.559814,0.112644782
Corn,Humid Subtropical,Messissippi,Stoneville,2017,0.173736,0.127508,0.07366,0.175514,0.116332,0.192786,0.109728,0.272796,0.042926,0.053594,0.05461,0.074676,1.467866,0.066803244
Corn,Humid Subtropical,Messissippi,Stoneville,2018,0.091948,0.381,0.200152,0.149352,0.064008,0.088646,0.071882,0.24511,0.178308,0.074422,0.189484,0.261874,1.996186,0.092616905
Corn,Humid Subtropical,Messissippi,Stoneville,2019,0.143256,0.319278,0.090678,0.263398,0.320802,0.193802,0.139192,0.06731,0.056642,0.054229,0.024511,0.141478,1.814576,0.09866413
Corn,Humid Subtropical,Messissippi,Stoneville,2020,0.017653,0.259588,0.042164,0.057912,0.044704,0.159258,0.078232,0.06731,0.168402,0.214122,0.04572,0.116586,1.271651,0.074147183
Corn,Humid Subtropical,Messissippi,Stoneville,2021,0.017653,0.017018,0.140716,0.10287,0.146304,0.14732,0.264668,0.164338,0.073914,0.053848,0.042672,0.049784,1.221105,0.070446644
Corn,Humid Subtropical,Messissippi,Stoneville,2022,0.04318,0.124206,0.173228,0.12573,0.130556,0.089662,0.188722,0.093726,0.001016,0.03937,0.139192,0.030988,1.179576,0.056662783
Corn,Humid Subtropical,Messissippi,Stoneville,2023,0.119634,0.017018,0.131318,0.179578,0.090424,0.104648,0.102616,0.10795,0.024892,0.023876,0.033528,0.030988,0.96647,0.050695908
Corn,Humid Subtropical,Messissippi,Stoneville,2024,0.017653,0.017018,0.042164,0.208534,0.107442,0.081788,0.04826,0.06731,0.056642,0.054229,0.024511,0.030988,0.756539,0.050803875
